barrels08,city08,co2TailpipeGpm,comb08,cylinders,displ,drive,fuelCost08,fuelType,fuelType1,highway08,make,model,mpgData,trany,UCity,UHighway,VClass,year
low-medium,average,healthy,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Tacoma 2WD,Y,Manual 5-spd,Economic,Green,Pickup Truck,2004
low-medium,average,average,Normal,Four,Two,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Tacoma 2WD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Tacoma 2WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Tacoma 2WD,N,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Tundra 2WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Six,Three,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Tundra 2WD,N,Manual 5-spd,Average,Economic,Pickup Truck,2004
medium-high,average,below average,Poor,Eight,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Toyota,Tundra 2WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Colorado 4WD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Colorado 4WD,N,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,average,Normal,Five,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Colorado 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,average,Normal,Five,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Colorado 4WD,N,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Colorado Crew Cab 4WD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Colorado Crew Cab 4WD,Y,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Five,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Colorado Crew Cab 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Silverado 15 Hybrid 4WD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Silverado 1500 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Silverado 1500 4WD,N,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Silverado 1500 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
medium-high,average,below average,Poor,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,Silverado 1500 4WD,Y,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Silverado 1500 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
medium-high,poor,unhealthy,Poor,Eight,Six,4-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,Silverado 1500 AWD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,S10 Pickup 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Dakota Pickup 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Dakota Pickup 4WD,Y,Manual 5-spd,Average,Economic,Pickup Truck,2004
medium-high,average,below average,Poor,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Dakota Pickup 4WD,Y,Automatic 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Dakota Pickup 4WD,N,Manual 5-spd,Average,Economic,Pickup Truck,2004
medium-high,poor,below average,Poor,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Dodge,Ram 1500 Pickup 4WD,Y,Automatic 5-spd,Average,Economic,Pickup Truck,2004
medium-high,poor,below average,Poor,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Dodge,Ram 1500 Pickup 4WD,Y,Manual 5-spd,Average,Economic,Pickup Truck,2004
medium-high,poor,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Dodge,Ram 1500 Pickup 4WD,Y,Automatic 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,F150 Pickup 4WD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,F150 Pickup 4WD,Y,Manual 5-spd,Average,Economic,Pickup Truck,2004
medium-high,average,below average,Poor,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,F150 Pickup 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
medium-high,poor,unhealthy,Poor,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Ford,F150 Pickup 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
medium-high,average,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,F150 Pickup 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Ranger Pickup 4WD,N,Automatic 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Ranger Pickup 4WD,N,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Ranger Pickup 4WD,Y,Automatic 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Ranger Pickup 4WD,Y,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Canyon 4WD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Canyon 4WD,N,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,average,Normal,Five,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Canyon 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,average,Normal,Five,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Canyon 4WD,N,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Canyon Crew Cab 4WD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Canyon Crew Cab 4WD,N,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Five,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Canyon Crew Cab 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Sierra 15 Hybrid 4WD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2004
medium-high,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Sierra 1500 4WD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2004
medium-high,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Sierra 1500 4WD,N,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Sierra 1500 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
medium-high,average,below average,Poor,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Average,GMC,Sierra 1500 4WD,N,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Sierra 1500 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
medium-high,poor,unhealthy,Poor,Eight,Six,4-Wheel Drive,Standard,Regular,Regular Gasoline,Average,GMC,Sierra 1500 AWD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,B4000 4WD,N,Automatic 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Mazda,B4000 4WD,N,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Six,Three,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Nissan,Frontier V6 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Frontier V6 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Six,Three,4-Wheel Drive,Standard,Premium,Premium Gasoline,Economic,Nissan,Frontier V6 4WD,N,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Frontier V6 4WD,Y,Manual 5-spd,Average,Economic,Pickup Truck,2004
medium-high,poor,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Nissan,Titan 4WD,Y,Automatic 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,average,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Tacoma 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Four,Two,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Tacoma 4WD,Y,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Tacoma 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Tacoma 4WD,Y,Manual 5-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Poor,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Tundra 4WD,N,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Six,Three,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Toyota,Tundra 4WD,N,Manual 5-spd,Average,Economic,Pickup Truck,2004
medium-high,average,below average,Poor,Eight,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Toyota,Tundra 4WD,Y,Automatic 4-spd,Average,Economic,Pickup Truck,2004
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Astro 2WD (cargo),N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Astro 2WD (cargo) Conversion,N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Astro AWD (cargo),N,Automatic 4-spd,Average,Economic,Vans,2004
medium-high,poor,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,Astro AWD (cargo) Conversion,N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Van 15/25 2WD Conversion,N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Van 15/25 2WD Conversion,N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Van 1500/2500 2WD,N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Van 1500/2500 2WD,N,Automatic 4-spd,Average,Economic,Vans,2004
medium-high,average,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Van 1500 AWD Conversion,N,Automatic 4-spd,Average,Economic,Vans,2004
medium-high,average,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Van 1500/2500 AWD,N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Eight,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,E150 Econoline 2WD,Y,Automatic 4-spd,Average,Economic,Vans,2004
medium-high,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Ford,E150 Econoline 2WD,N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Eight,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,E250 Econoline 2WD,N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Savana 15/25 2WD Conversion (cargo),N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Savana 15/25 2WD Conversion (cargo),N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Savana 1500/2500 2WD (cargo),N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Savana 1500/2500 2WD (cargo),Y,Automatic 4-spd,Average,Economic,Vans,2004
medium-high,average,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Savana 15/25 AWD Conversion (cargo),N,Automatic 4-spd,Average,Economic,Vans,2004
medium-high,average,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Savana 1500/2500 AWD (cargo),N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD (cargo),N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD Conversion (cargo),N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari AWD (cargo),N,Automatic 4-spd,Average,Economic,Vans,2004
medium-high,poor,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Average,GMC,Safari AWD Conversion (cargo),N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Astro 2WD (passenger),Y,Automatic 4-spd,Average,Economic,Vans,2004
medium-high,poor,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Chevrolet,Astro AWD (passenger),N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Express 1500/2500 2WD,N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Express 1500/2500 2WD,N,Automatic 4-spd,Average,Economic,Vans,2004
medium-high,average,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Express 1500 AWD,N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Eight,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,E150 Club Wagon,N,Automatic 4-spd,Average,Economic,Vans,2004
medium-high,poor,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Average,Ford,E150 Club Wagon,N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Savana 1500/2500 2WD (Passenger),N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Poor,Eight,Five,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Savana 1500/2500 2WD (Passenger),N,Automatic 4-spd,Average,Economic,Vans,2004
medium-high,average,below average,Poor,Eight,Five,4-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Savana 1500 AWD (Passenger),N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Normal,Six,Four,Rear-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,GMC,Safari 2WD (Passenger),N,Automatic 4-spd,Average,Economic,Vans,2004
medium-high,poor,below average,Poor,Six,Four,4-Wheel Drive,Standard,Regular,Regular Gasoline,Average,GMC,Safari AWD (Passenger),N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chevrolet,Venture FWD,Y,Automatic 4-spd,Average,Green,Vans,2004
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,N,Automatic 4-spd,Average,Green,Vans,2004
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,Y,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,Y,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,average,Normal,Four,Two,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Caravan/Grand Caravan 2WD,Y,Automatic 4-spd,Average,Green,Vans,2004
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Caravan/Grand Caravan 2WD,Y,Automatic 4-spd,Average,Green,Vans,2004
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Dodge,Caravan/Grand Caravan 2WD,Y,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Freestar Cargo Van FWD,N,Automatic 4-spd,Average,Economic,Vans,2004
low-medium,average,below average,Normal,Six,Three,Front-Wheel Drive,Standard,Regular,Regular Gasoline,Economic,Ford,Freestar Wagon FWD,Y,Automatic 4-spd,Average,Economic,Vans,2004
